module,jsonKey,verdict,wireLine,matchedVerb,admin,accepts10,acceptsOnOff,verify,symptom
crash,crashCount,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,"Display-only row in the app (correct behavior). Value is populated by the boot path from RTC memory (comment System_Settings.cpp:1861-1863, HardwareOne.cpp:1044"
crash,lastResetReason,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,Display-only row in the app (correct behavior). Populated at boot from RTC memory (System_Settings.cpp:1861-1863); no user write path exists on either side.
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,"toggle flips, snaps back on 700ms re-fetch; 'Unknown command: enabled on' in console log"
espnow,captureToSd,DEAD,captureToSd on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,captureSkipHeartbeats,DEAD,captureSkipHeartbeats on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,deviceName,DEAD,deviceName node-42,none,False,na,na,confirmed,Text field reverts to stored value after re-fetch; unknown-command reply in console only
espnow,room,DEAD,room kitchen,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,zone,DEAD,zone upstairs,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,tags,DEAD,"tags sensor,mobile",none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,friendlyName,DEAD,friendlyName Kitchen Node,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,stationary,DEAD,stationary on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,firstTimeSetup,DEAD,firstTimeSetup on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,meshRole,DEAD,meshRole 1:Master,none,False,na,na,confirmed,Select snaps back after re-fetch; unknown-command reply in console only
espnow,masterMAC,DEAD,masterMAC AA:BB:CC:DD:EE:FF,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,backupMAC,DEAD,backupMAC AA:BB:CC:DD:EE:FF,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,backupEnabled,DEAD,backupEnabled on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,masterHeartbeatInterval,DEAD,masterHeartbeatInterval 10000,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,failoverTimeout,DEAD,failoverTimeout 20000,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,workerStatusInterval,DEAD,workerStatusInterval 30000,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,topoDiscoveryInterval,DEAD,topoDiscoveryInterval 60000,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,topoAutoRefresh,DEAD,topoAutoRefresh on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,heartbeatBroadcast,DEAD,heartbeatBroadcast on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,meshTTL,DEAD,meshTTL 3,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,meshAdaptiveTTL,DEAD,meshAdaptiveTTL on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,meshPeerMax,DEAD,meshPeerMax 8,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,sensorBroadcastIntervalMs,DEAD,sensorBroadcastIntervalMs 1000,none,False,na,na,confirmed,Slider snaps back after re-fetch; unknown-command reply in console only
espnow,bondModeEnabled,DEAD,bondModeEnabled on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; unknown-command reply in console only
espnow,bondRole,REJECTED,bondRole 1:Master (display/gamepad),"""bondrole"" — System_ESPNow.cpp:14855",True,yes,no,confirmed,Select shows no change; console gets 'Error: invalid arguments — Usage: bondrole ...' plus appended usage (System_Command.cpp:244-254); value snaps back on re-f
espnow,bondPeerMac,DEAD,bondPeerMac AA:BB:CC:DD:EE:FF,none,False,na,na,confirmed,Text field reverts after re-fetch; unknown-command reply in console only
espnow,bondStreamThermal,WRONG_VALUE,bondStreamThermal on,"""bondstreamthermal"" — System_ESPNow.cpp:",True,yes,no,confirmed,Turning ON writes false with a success reply — toggle snaps back to off on re-fetch; turning OFF 'works' only because off also parses false. Cannot be enabled f
espnow,bondStreamTof,WRONG_VALUE,bondStreamTof on,"""bondstreamtof"" — System_ESPNow.cpp:1489",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamImu,WRONG_VALUE,bondStreamImu on,"""bondstreamimu"" — System_ESPNow.cpp:1489",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamGps,WRONG_VALUE,bondStreamGps on,"""bondstreamgps"" — System_ESPNow.cpp:1489",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamInput,WRONG_VALUE,bondStreamInput on,"""bondstreaminput"" — System_ESPNow.cpp:14",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamFmradio,WRONG_VALUE,bondStreamFmradio on,"""bondstreamfmradio"" — System_ESPNow.cpp:",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamRtc,WRONG_VALUE,bondStreamRtc on,"""bondstreamrtc"" — System_ESPNow.cpp:1490",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
espnow,bondStreamPresence,WRONG_VALUE,bondStreamPresence on,"""bondstreampresence"" — System_ESPNow.cpp",True,yes,no,confirmed,Turning ON silently writes false; toggle snaps back to off. Turning OFF works by coincidence
mqtt,mqttClientEnabled,WORKS,mqttClientEnabled on,mqttclientenabled — System_MQTT.cpp:1659,True,yes,yes,confirmed,Toggle applies and persists. Turning OFF also stops a running MQTT client immediately; turning ON only sets the flag (client starts via openmqtt or autostart at
mqtt,mqttAutoStart,WORKS,mqttAutoStart on,mqttautostart — System_MQTT.cpp:1663,True,yes,yes,confirmed,Toggle applies and persists correctly.
mqtt,mqttHost,WORKS_QUIRK,mqttHost broker.example.com,mqttHost — System_MQTT.cpp:1664,True,na,na,confirmed,Normal text writes apply verbatim. Clearing the field and pressing Set sends an empty arg = display-only no-op; old value reappears after the 700 ms re-fetch. H
mqtt,mqttPort,WORKS,mqttPort 1883,mqttPort — System_MQTT.cpp:1665,True,na,na,confirmed,Slider integer lands in range and persists. UX caveat only: a 1-65535 Material slider is extremely coarse for picking an exact port.
mqtt,mqttTLSMode,REJECTED,"mqttTLSMode 0:None (also ""1:TLS"", ""2:TLS+Verify"")",mqttTLSMode — System_MQTT.cpp:1666,True,na,na,confirmed,"Every app write fails: user picks an option, firmware replies a usage error (visible only in the Console log), and the select snaps back to the old value on the"
mqtt,mqttCACertPath,WORKS_QUIRK,mqttCACertPath /system/certs/mqtt_ca.crt,mqttCACertPath — System_MQTT.cpp:1667,True,na,na,confirmed,"Normal path writes apply (even to nonexistent files, with a warning only in the Console log). Typing literal ""clear"" or ""none"" clears the path and silently down"
mqtt,mqttSubscribeExternal,WORKS,mqttSubscribeExternal on,mqttSubscribeExternal — System_MQTT.cpp:,True,yes,yes,confirmed,"Toggle applies and persists. Firmware notes ""restart MQTT to apply"" when enabling. Strictest bool parser in the module — garbage is rejected instead of coerced "
mqtt,mqttSubscribeTopics,WORKS_QUIRK,"mqttSubscribeTopics home/+/temp,home/+/humidity",mqttSubscribeTopics — System_MQTT.cpp:16,True,na,na,confirmed,"Comma-separated topic list stores verbatim and persists. Typing literal ""clear"" empties the list instead of subscribing to a topic named clear. Empty submit is "
mqtt,mqttUser,WORKS_QUIRK,mqttUser homeassistant,mqttUser — System_MQTT.cpp:1671,True,na,na,confirmed,"Normal usernames apply and persist. Literal ""clear"" or ""none"" clears the username (a broker user actually named none cannot be set). Empty submit is a no-op; sn"
mqtt,mqttPassword,APP_READONLY,"(none — entry is isSecret, never emitted in controls json, app renders no control)",mqttPassword — System_MQTT.cpp:1672,True,na,na,confirmed,The MQTT password simply does not appear in the app's mqtt settings card; it can only be set via the raw console command mqttPassword <pass>.
mqtt,mqttBaseTopic,WORKS_QUIRK,mqttBaseTopic hardwareone/office,mqttBaseTopic — System_MQTT.cpp:1673,True,na,na,confirmed,"Normal topics apply and persist. Literal ""clear"" or ""auto"" resets to auto-generated (a base topic literally named auto cannot be set). Empty submit is a no-op; "
mqtt,mqttDiscoveryPrefix,WORKS_QUIRK,mqttDiscoveryPrefix homeassistant,mqttDiscoveryPrefix — System_MQTT.cpp:16,True,na,na,confirmed,"Normal prefixes apply and persist. Empty submit is a silent no-op (cannot reset to the ""homeassistant"" default from the app); snaps back on re-fetch."
mqtt,mqttPublishIntervalMs,WORKS,mqttPublishIntervalMs 10000,mqttPublishIntervalMs — System_MQTT.cpp:,True,na,na,confirmed,Slider integer lands in range and persists; handler bounds (1000-300000) equal the SettingEntry min/max so slider values can never be rejected.
mqtt,mqttPublishWiFi,WORKS,mqttPublishWiFi on,mqttPublishWiFi — System_MQTT.cpp:1676,True,yes,yes,confirmed,"Toggle applies and persists; ""off"" writes false via fallthrough (any unrecognized token also writes false, never rejected)."
mqtt,mqttPublishSystem,WORKS,mqttPublishSystem on,mqttPublishSystem — System_MQTT.cpp:1677,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishThermal,WORKS,mqttPublishThermal on,mqttPublishThermal — System_MQTT.cpp:167,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishToF,WORKS,mqttPublishToF on,mqttPublishToF — System_MQTT.cpp:1679,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishIMU,WORKS,mqttPublishIMU on,mqttPublishIMU — System_MQTT.cpp:1680,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishPresence,WORKS,mqttPublishPresence on,mqttPublishPresence — System_MQTT.cpp:16,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishGPS,WORKS,mqttPublishGPS on,mqttPublishGPS — System_MQTT.cpp:1682,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishAPDS,WORKS,mqttPublishAPDS on,mqttPublishAPDS — System_MQTT.cpp:1683,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishRTC,WORKS,mqttPublishRTC on,mqttPublishRTC — System_MQTT.cpp:1684,True,yes,yes,confirmed,Toggle applies and persists.
mqtt,mqttPublishInput,WORKS,mqttPublishInput on,mqttPublishInput — System_MQTT.cpp:1685,True,yes,yes,confirmed,Toggle applies and persists.
bluetooth,bluetoothAutoStart,DEAD,bluetoothAutoStart on,none,False,na,na,confirmed,"Toggle flips, firmware replies 'Unknown command: bluetoothAutoStart on' (visible only in Console log), 700 ms later loadControls re-fetch snaps the toggle back;"
bluetooth,bluetoothRequireAuth,DEAD,bluetoothRequireAuth on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; 'Unknown command' in Console log; no write.
bluetooth,bluetoothDeviceName,DEAD,bluetoothDeviceName MyDevice,none,False,na,na,confirmed,Text field entry snaps back to stored name after re-fetch; 'Unknown command' in Console log; no write.
bluetooth,bluetoothTxPower,DEAD,bluetoothTxPower 5,none,False,na,na,confirmed,Slider snaps back to stored level after re-fetch; 'Unknown command' in Console log; no write.
bluetooth,bluetoothMode,DEAD,bluetoothMode 1|Client (G2),none,False,na,na,confirmed,Select snaps back to stored mode after re-fetch; 'Unknown command: bluetoothMode 1|Client (G2)' in Console log; no write.
bluetooth,bleRequireSecureChannel,DEAD,bleRequireSecureChannel on,none,False,na,na,confirmed,Toggle snaps back after re-fetch; 'Unknown command' in Console log; no write.
bluetooth,bleSecureChannelSecret,APP_READONLY,(none — entry never emitted in controls json; app renders no editor),none,False,na,na,confirmed,Setting is invisible in the app; not writable from the controls UI at all.
oled,oledEnabled,WRONG_VALUE,oledEnabled on,oledenabled,False,yes,no,confirmed,"Toggle ON writes FALSE: switch snaps back to off after the 700 ms re-fetch and the display is actively cleared/disabled (:3833-3841, reply 'OLED display disable"
oled,oledRequireAuth,WRONG_VALUE,oledRequireAuth on,oledrequireauth,True,yes,no,confirmed,"Security-relevant: toggling the auth requirement ON writes FALSE (reply 'Local display require auth disabled'), switch snaps back to off on re-fetch. The requir"
oled,oledBootMode,WORKS,oledBootMode thermal,oledbootmode,False,na,na,confirmed,"Correct value stored and persisted for every one of the app's raw option tokens (options list OLED_Settings.cpp:17 exactly matches the handler's accepted set, c"
oled,oledDefaultMode,WORKS,oledDefaultMode status,oleddefaultmode,False,na,na,confirmed,Correct value stored and persisted; option list (OLED_Settings.cpp:18) matches the handler's accepted set 1:1.
oled,oledBootDuration,WORKS,oledBootDuration 2000,oledbootduration,False,na,na,confirmed,"Slider (min=500,max=10000 emitted since both nonzero, OLED_Settings.cpp:19) sends a clean integer inside the handler's identical range; value applied and persis"
oled,oledUpdateInterval,WORKS,oledUpdateInterval 125,oledupdateinterval,False,na,na,confirmed,"Slider range (10..1000, OLED_Settings.cpp:20) equals handler range; value applied ('applies on next update') and persisted."
oled,oledBrightness,WORKS,oledBrightness 128,oledbrightness,False,na,na,confirmed,"Slider (min=0,max=255; emitted because max!=0, OLED_Settings.cpp:21) sends an integer inside the handler's identical range; value applied and persisted."
oled,oledFlipped,DEAD,oledFlipped on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle appears to do nothing: 'Unknown command' goes to the Console log, no write occurs, switch snaps back to its old value on the 700 ms re-fetch."
oled,oledThermalScale,WORKS,oledThermalScale 2.5,oledthermalscale,False,na,na,confirmed,"FLOAT slider (min=1,max=10, OLED_Settings.cpp:23) sends a trimmed float; slider range is a strict subset of the handler's 0.1..10.0, so every app value is accep"
oled,oledThermalColorMode,WORKS,oledThermalColorMode grayscale,oledthermalcolormode,False,na,na,confirmed,Both raw option tokens (OLED_Settings.cpp:24) accepted case-insensitively; correct value stored and persisted.
thermal,thermalAutoStart,WORKS,thermalAutoStart on,thermalautostart,False,yes,yes,confirmed,Toggle works both directions; correct value stored and persisted
thermal,thermalPollingMs,WORKS,thermalPollingMs 250,thermalpollingms,True,na,na,confirmed,Slider value applied and persisted; range matches SettingEntry 50..5000 (line 38)
thermal,thermalPaletteDefault,WORKS,thermalPaletteDefault iron,thermalpalettedefault,True,na,na,confirmed,Select token accepted case-insensitively; canonical palette name stored
thermal,thermalEWMAFactor,WORKS,thermalEWMAFactor 0.2,thermalewmafactor,True,na,na,confirmed,"Slider float (trimFloat, e.g. '0.2') parsed and stored; range matches 0..1 (line 40)"
thermal,thermalTransitionMs,WORKS,thermalTransitionMs 80,thermaltransitionms,True,na,na,confirmed,Slider value applied and persisted; range matches 0..5000 (line 41)
thermal,thermalWebMaxFps,WORKS,thermalWebMaxFps 10,thermalwebmaxfps,True,na,na,confirmed,Slider value applied and persisted; range matches 1..30 (line 42)
thermal,thermalUpscaleFactor,WORKS,thermalUpscaleFactor 2,thermalupscalefactor,True,na,na,confirmed,Slider value applied and persisted; range matches 1..4 (line 43)
thermal,thermalRollingMinMaxEnabled,WRONG_VALUE,thermalRollingMinMaxEnabled on,thermalrollingminmaxenabled,True,yes,no,confirmed,"Toggling ON shows success ('[Thermal] Setting updated', broadcast 'set to 0') but stores false; toggle snaps back to Off on the 700ms re-fetch. Toggling OFF wor"
thermal,thermalRollingMinMaxAlpha,WORKS,thermalRollingMinMaxAlpha 0.6,thermalrollingminmaxalpha,True,na,na,confirmed,Slider float applied and persisted; range matches 0..1 (line 45)
thermal,thermalRollingMinMaxGuardC,WORKS,thermalRollingMinMaxGuardC 0.3,thermalrollingminmaxguardc,True,na,na,confirmed,Slider float applied and persisted; range matches 0..10 (line 46)
thermal,thermalInterpolationEnabled,WRONG_VALUE,thermalInterpolationEnabled on,thermalinterpolationenabled,True,yes,no,confirmed,Toggling ON shows success but stores false; toggle snaps back to Off on re-fetch. Toggling OFF works only coincidentally
thermal,thermalInterpolationSteps,WORKS,thermalInterpolationSteps 5,thermalinterpolationsteps,True,na,na,confirmed,Slider value applied and persisted; range matches 1..8 (line 48)
thermal,thermalInterpolationBufferSize,WORKS,thermalInterpolationBufferSize 2,thermalinterpolationbuffersize,True,na,na,confirmed,Slider value applied and persisted; range matches 1..10 (line 49)
thermal,thermalTargetFps,WORKS,thermalTargetFps 8,thermaltargetfps,True,na,na,confirmed,Slider value applied and persisted; slider bounds 1..8 (line 50) match the clamp so clamping never triggers from the app
thermal,thermalDevicePollMs,WORKS,thermalDevicePollMs 100,thermaldevicepollms,True,na,na,confirmed,Slider value applied and persisted; slider bounds 100..2000 (line 51) match the clamp
thermal,thermalTemporalAlpha,WORKS,thermalTemporalAlpha 0.5,thermaltemporalalpha,True,na,na,confirmed,Slider float applied and persisted; range matches 0..1 (line 52)
thermal,thermalRotation,WORKS,thermalRotation 2,thermalrotation,True,na,na,confirmed,Slider value applied and persisted; range matches 0..3 (line 53)
thermal,thermalI2cClockHz,WORKS,thermalI2cClockHz 400000,thermali2cclockhz,True,na,na,confirmed,Slider value applied and persisted; range matches 100000..1000000 (line 54). Distinct from the 'thermalbus' verb (System_I2C.cpp:2230) which cannot shadow it (n
tof,tofAutoStart,WORKS,tofAutoStart on,tofautostart,False,yes,yes,confirmed,Toggle works both directions; correct value applied and persisted
tof,tofPollingMs,WORKS,tofPollingMs 220,tofpollingms,True,na,na,confirmed,Slider value applied and persisted; slider bounds (50..5000 from SettingEntry :804) match handler's hard range check exactly
tof,tofStabilityThreshold,WORKS,tofStabilityThreshold 3,tofstabilitythreshold,True,na,na,confirmed,"Slider value applied and persisted; app slider range (0..50 from SettingEntry :805, maxVal!=0 so min/max emitted) matches handler check"
tof,tofTransitionMs,WORKS,tofTransitionMs 200,toftransitionms,True,na,na,confirmed,Slider value applied and persisted; range 0..5000 (SettingEntry :806) matches handler
tof,tofMaxDistanceMm,WORKS,tofMaxDistanceMm 3400,tofmaxdistancemm,True,na,na,confirmed,"Slider value applied and persisted; handler writes gSettings.tofUiMaxDistanceMm, the same field the SettingEntry (:807) points at, so re-fetch reflects the writ"
tof,tofDevicePollMs,WORKS,tofDevicePollMs 220,tofdevicepollms,True,na,na,confirmed,Slider value applied and persisted; slider bounds 100..2000 (SettingEntry :808) mean the clamp branch is never hit from the app
tof,tofI2cClockHz,WORKS,tofI2cClockHz 200000,tofi2cclockhz,True,na,na,confirmed,Slider value applied and persisted; slider bounds 50000..400000 (SettingEntry :809) match the entry's own min/max used by the range check
imu,imuAutoStart,WORKS,imuAutoStart on,imuautostart — i2csensor_bno055.cpp:1083,False,yes,yes,confirmed,Toggle applies and persists; re-fetch shows the new state.
imu,imuPollingMs,WORKS,imuPollingMs 200,imupollingms — i2csensor_bno055.cpp:1069,True,na,na,confirmed,"Slider value applies and persists (slider range 50..2000 matches handler's range check exactly). If the BLE session lacks admin, gate at System_Utils.cpp:4233 r"
imu,imuEWMAFactor,WORKS_QUIRK,imuEWMAFactor 0.35,imuewmafactor — i2csensor_bno055.cpp:107,True,na,na,corrected,"Slider float applies and persists. trimFloat's '%.3f'-then-strip format (ControlWidgets.kt:180) is plain decimal, parsed cleanly by strtof. Admin gate applies a"
imu,imuTransitionMs,WORKS,imuTransitionMs 100,imutransitionms — i2csensor_bno055.cpp:1,True,na,na,confirmed,Slider value applies and persists (ranges match). Admin gate applies as above.
imu,imuWebMaxFps,WORKS,imuWebMaxFps 15,imuwebmaxfps — i2csensor_bno055.cpp:1072,True,na,na,confirmed,Slider value applies and persists. Cosmetic only: broadcast line says 'imuWebMaxRefreshRate set to %d' (:948) though it sets imuWebMaxFps. Admin gate applies as
imu,imuDevicePollMs,WORKS,imuDevicePollMs 200,imudevicepollms — i2csensor_bno055.cpp:1,True,na,na,confirmed,Slider value applies and persists; slider range 50..1000 equals the clamp range so clamping never triggers from the app. Admin gate applies as above.
imu,imuOrientationMode,WORKS_QUIRK,imuOrientationMode 5:Roll 180 Fix   (select sends the raw option token verbatim),imuorientationmode — i2csensor_bno055.cp,True,na,na,confirmed,Correct value applied and persisted — but only by accident: toInt('5:Roll 180 Fix') stops at the ':' and yields 5. Every option token leads with its own digit (
imu,imuOrientationCorrectionEnabled,DEAD,imuOrientationCorrectionEnabled on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle does nothing on the device; 'Unknown command: imuOrientationCorrectionEnabled on' appears only in the Console log, and the switch snaps back when loadCon"
imu,imuPitchOffset,WORKS_QUIRK,imuPitchOffset -10.5,imupitchoffset — i2csensor_bno055.cpp:10,True,na,na,corrected,Slider float (incl. negatives) applies and persists. Admin gate applies as above.
imu,imuRollOffset,WORKS_QUIRK,imuRollOffset 5.25,imurolloffset — i2csensor_bno055.cpp:107,True,na,na,corrected,Slider float applies and persists. Admin gate applies as above.
imu,imuYawOffset,WORKS_QUIRK,imuYawOffset 90,imuyawoffset — i2csensor_bno055.cpp:1080,True,na,na,corrected,Slider float applies and persists. Admin gate applies as above.
input,inputDevicePollMs,WORKS,inputDevicePollMs 250,inputdevicepollms,True,na,na,confirmed,"Slider write applies and persists; re-fetch shows the new value. Caveat: verb is admin-gated, so on a non-admin BLE session authorizeCommand (System_Utils.cpp:4"
input,inputAutoStart,WORKS,inputAutoStart on,inputautostart,False,yes,yes,confirmed,"Toggle works exactly as intended: app's on/off tokens map to true/false, value persists, re-fetch confirms. This custom handler avoids the generic handleSetting"
anoencoder,anoEncoderI2cAddr,WORKS_QUIRK,anoEncoderI2cAddr 74,anoencoderi2caddr,True,na,no,confirmed,"Slider value in 1..127 is parsed, range-checked, applied and persisted; re-fetch shows the new value. Two caveats: (1) verb has requiresAdmin=true — a non-admin"
anoencoder,anoEncoderInvert,WORKS,anoEncoderInvert on,anoencoderinvert,False,yes,yes,confirmed,"Toggle works exactly as intended: 'on' sets true, 'off' sets false, applied via setSetting and persisted; re-fetch confirms."
anoencoder,anoEncoderSwapUpDown,DEAD,anoEncoderSwapUpDown on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle flips optimistically in the UI, firmware replies 'Unknown command' into the BLE output lane (visible only in the Console log), no write occurs, and the 7"
anoencoder,anoEncoderSwapLeftRight,DEAD,anoEncoderSwapLeftRight on,none — searched all CommandEntry tables,False,na,na,confirmed,"Identical to anoEncoderSwapUpDown: toggle flips, 'Unknown command' lands in the Console log lane, nothing is written, toggle snaps back on the 700 ms re-fetch."
apds,apdsAutoStart,WORKS,apdsAutoStart on,apdsautostart — i2csensor_apds9960.cpp:4,False,yes,yes,confirmed,"Toggle works correctly: 'on'/'off' both parsed as intended, value applied and persisted, re-fetch after 700 ms shows the new state."
apds,apdsDevicePollMs,WORKS_QUIRK,apdsDevicePollMs 500,apdsdevicepollms — System_Settings.cpp:2,True,no,no,corrected,"Slider works: app sends a clean integer already clamped to the 50..5000 slider range, atoi parses it, range check passes, value applied and persisted."
gps,gpsAutoStart,WORKS,gpsAutoStart on,gpsautostart — i2csensor_pa1010d.cpp:741,False,yes,yes,confirmed,"Toggle applies and persists correctly; re-fetch after 700 ms shows the new state. Off path equally correct (""gpsAutoStart off"")."
gps,gpsDevicePollMs,WORKS,gpsDevicePollMs 200,gpsdevicepollms — System_Settings.cpp:25,True,na,no,confirmed,Slider (INT with min=50 max=10000 -> hasMinMax) sends a clean in-range integer; value applies and persists for an admin session. For a NON-admin BLE session the
fmradio,fmRadioAutoStart,WORKS,fmRadioAutoStart on,fmradioautostart — i2csensor_rda5807.cpp,False,yes,yes,confirmed,"Toggle works correctly: 'on' enables, 'off' disables, value persists and re-fetch confirms."
fmradio,fmRadioDevicePollMs,WORKS,fmRadioDevicePollMs 250,fmradiodevicepollms — System_Settings.cp,True,na,na,confirmed,"Slider works: sends a clean integer already clamped to 100..5000 by the app slider (min/max emitted), atoi parses it, range check passes, value stored and persi"
rtc,rtcAutoStart,WORKS,rtcAutoStart on,rtcautostart,False,yes,yes,confirmed,"Toggle works: value applied and persisted, re-fetch confirms; device replies '[RTC] Auto-start enabled/disabled'"
rtc,rtcTimeHasBeenSet,APP_READONLY,"(none — firmware emits readOnly:true, app renders ReadingRow, no write path)",none — searched all CommandEntry tables,False,na,na,confirmed,"App shows read-only status row; no editor, no wire traffic"
presence,presenceAutoStart,WORKS,presenceAutoStart on,presenceautostart — i2csensor_sths34pf80,False,yes,yes,confirmed,"Toggle works correctly: on->true, off->false, persisted; re-fetch shows toggled state"
presence,presenceDevicePollMs,WORKS,presenceDevicePollMs 250,presencedevicepollms — System_Settings.c,True,no,no,confirmed,"Slider works: min=50/max=5000 emitted so the app renders a slider sending a clamped clean integer, always inside the handler's range check; value applies and pe"
camera,cameraAutoStart,WORKS,cameraAutoStart on,cameraautostart,True,yes,yes,confirmed,"Toggle applies and persists; explicit on/off branches, no camera-running gate"
camera,cameraFramesize,WORKS_QUIRK,cameraFramesize 4:1280x1024 (SXGA),cameraframesize,True,na,na,confirmed,"Correct index stored, but only because Arduino String::toInt() happens to stop at the ':' in the app's raw option token; also triggers a synchronous camera rest"
camera,cameraBrightness,WORKS_QUIRK,cameraBrightness 1,camerabrightness,False,na,na,confirmed,Slider works while camera is running; with camera stopped the handler errors and the value snaps back on the 700 ms re-fetch (reachable via SensorsScreen camera
camera,cameraContrast,WORKS_QUIRK,cameraContrast -1,cameracontrast,False,na,na,confirmed,"Works while camera running; camera stopped -> 'Error: Camera not enabled', no write, slider snaps back"
camera,cameraSaturation,WORKS_QUIRK,cameraSaturation 2,camerasaturation,False,na,na,confirmed,"Works while camera running; camera stopped -> error, no write, slider snaps back"
camera,cameraAELevel,DEAD,cameraAELevel -1,none — searched all CommandEntry tables,False,na,na,confirmed,"Slider moves, 'Unknown command' lands in the Console log, value snaps back on the 700 ms re-fetch"
camera,cameraWBMode,DEAD,cameraWBMode 2:Cloudy,none — 'camerawb',False,na,na,confirmed,"Select shows chosen option briefly, Unknown command in console, snaps back on re-fetch"
camera,cameraSharpness,WORKS_QUIRK,cameraSharpness 1,camerasharpness,True,na,na,confirmed,"Persists only on OV3660 with camera running; on OV2640 or camera stopped -> error, no write, slider snaps back"
camera,cameraDenoise,WORKS_QUIRK,cameraDenoise 3,cameradenoise,True,na,na,confirmed,Persists only on OV3660 with camera running; otherwise error and snap-back
camera,cameraSpecialEffect,DEAD,cameraSpecialEffect 6:Sepia,none — no verb 'cameraspecialeffect'; 'c,False,na,na,confirmed,Select snaps back after Unknown command
camera,cameraHMirror,WORKS_QUIRK,cameraHMirror on,camerahmirror,False,yes,yes,confirmed,"on/off both interpreted correctly while camera running; camera stopped -> 'Error: Camera not enabled', toggle snaps back"
camera,cameraVFlip,WORKS_QUIRK,cameraVFlip off,cameravflip,False,yes,yes,confirmed,Works while camera running; camera stopped -> error and snap-back
camera,cameraQuality,WORKS,cameraQuality 12,cameraquality,False,na,na,confirmed,Persists whether camera is running or not
camera,cameraStreamFps,DEAD,cameraStreamFps 10,none — no verb 'camerastreamfps'; 'camer,False,na,na,confirmed,Slider snaps back after Unknown command
camera,g2StreamToneMap,WORKS,g2StreamToneMap on,g2streamtonemap,False,yes,yes,confirmed,Toggle applies and persists; invalid tokens error instead of silently writing false
camera,g2PackRateMs,DEAD,g2PackRateMs 80,none — 'g2packrate',False,na,na,confirmed,Slider snaps back after Unknown command
camera,cameraStorageLocation,WORKS_QUIRK,cameraStorageLocation 1:SD Card,camerastoragelocation,True,na,na,confirmed,"Correct value stored, but only because toInt truncates the raw select token at the ':'"
